epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.6419,3.25934,5.18624,2.66057,0,0,0,0,1.14556,7.21177,1.01854,2e-05,2e-05,2e-05
